Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,Bare metal,Trunking compatible,Branch interface,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,RHEL with HA On Demand cost,RHEL with HA Reserved cost,RHEL with HA Spot Minimum cost,RHEL with HA Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
C7GD Metal,c7gd.metal,c7gd,"1,630,157.922",Compute optimized,245.0 fps,128 GiB,,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,107,Yes,Yes,Yes,Unknown,No,,$2.903 hourly,$1.8295 hourly,$0.5403 hourly,$0.6722 hourly,$3.5942 hourly,$2.5207 hourly,$1.2315 hourly,$1.5389 hourly,$4.4902 hourly,$3.4167 hourly,,,$3.028 hourly,$1.8894 hourly,$0.6653 hourly,$0.9727 hourly,,,,,$9.58 hourly,$6.037 hourly,,,,,,,,,,,,,15-20%,,current,,,No,8.15x,,,,,,
C7GD Extra Large,c7gd.xlarge,c7gd,"100,483.577",Compute optimized,36.0 fps,8 GiB,,No,,,,,,,,0 units,4 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,237 GB NVMe SSD,Yes,Yes,arm64,Up to 12.5 Gigabit,1250 Mbps,156.25039999999998 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,18,Yes,Yes,Yes,Unknown,Yes,,$0.1814 hourly,$0.1143 hourly,$0.065 hourly,$0.0858 hourly,$0.239 hourly,$0.1719 hourly,$0.1226 hourly,$0.1793 hourly,$0.309 hourly,$0.2419 hourly,,,$0.2377 hourly,$0.1643 hourly,$0.1213 hourly,$0.178 hourly,,,,,$9.58 hourly,$6.037 hourly,,,,,,,,,,,,,>20%,$0.0454 hourly,current,,,No,1.21x,,,,,,
C7GN 12xlarge Extra Large,c7gn.12xlarge,c7gn,,Compute optimized,,96 GiB,,,,,,,,,,0 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,150 Gigabit,25000 Mbps,3125 MB/s,100000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$2.9952 hourly,$1.887 hourly,$0.8414 hourly,$0.9613 hourly,$3.5136 hourly,$2.4054 hourly,$1.3598 hourly,$1.7565 hourly,$4.1856 hourly,$3.0774 hourly,,,$3.1202 hourly,$1.9469 hourly,$0.9664 hourly,$1.3631 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,$0.7488 hourly,current,,,,,,,,,,
C7GN 16xlarge Extra Large,c7gn.16xlarge,c7gn,,Compute optimized,,128 GiB,,,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,200 Gigabit,33333 Mbps,4166.625 MB/s,133333 IOPS,40000 Mbps,5000 MB/s,160000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$3.9936 hourly,$2.516 hourly,$0.7607 hourly,$0.9596 hourly,$4.6848 hourly,$3.2072 hourly,$1.4519 hourly,$1.9365 hourly,$5.5808 hourly,$4.1032 hourly,,,$4.1186 hourly,$2.5759 hourly,$0.8857 hourly,$1.3703 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,$0.9984 hourly,current,,,,,,,,,,
C7GN Double Extra Large,c7gn.2xlarge,c7gn,,Compute optimized,,16 GiB,,,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,Up to 50 Gigabit,4167 Mbps,520.875 MB/s,16667 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,38,Yes,Yes,Yes,Unknown,Yes,,$0.4992 hourly,$0.3145 hourly,$0.1703 hourly,$0.2064 hourly,$0.6144 hourly,$0.4297 hourly,$0.2855 hourly,$0.3761 hourly,$0.7544 hourly,$0.5697 hourly,,,$0.6242 hourly,$0.3744 hourly,$0.2953 hourly,$0.3859 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,$0.1248 hourly,current,,,,,,,,,,
C7GN Quadruple Extra Large,c7gn.4xlarge,c7gn,,Compute optimized,,32 GiB,,,,,,,,,,0 units,16 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,50 Gigabit,8333 Mbps,1041.625 MB/s,33333 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$0.9984 hourly,$0.629 hourly,$0.2214 hourly,$0.3734 hourly,$1.1712 hourly,$0.8018 hourly,$0.3942 hourly,$0.808 hourly,$1.3952 hourly,$1.0258 hourly,,,$1.1234 hourly,$0.6889 hourly,$0.3464 hourly,$0.7602 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,$0.2496 hourly,current,,,,,,,,,,
C7GN Eight Extra Large,c7gn.8xlarge,c7gn,,Compute optimized,,64 GiB,,,,,,,,,,0 units,32 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,100 Gigabit,16667 Mbps,2083.375 MB/s,66667 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,Yes,,$1.9968 hourly,$1.258 hourly,$0.3974 hourly,$0.6644 hourly,$2.3424 hourly,$1.6036 hourly,$0.743 hourly,$1.4443 hourly,$2.7904 hourly,$2.0516 hourly,,,$2.1218 hourly,$1.3179 hourly,$0.5224 hourly,$1.2237 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,$0.4992 hourly,current,,,,,,,,,,
C7GN Large,c7gn.large,c7gn,,Compute optimized,,4 GiB,,,,,,,,,,0 units,2 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,Up to 30 Gigabit,1042 Mbps,130.25 MB/s,4167 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,No,Yes,9,Yes,Yes,Yes,Unknown,No,,$0.1248 hourly,$0.0786 hourly,$0.0223 hourly,$0.0443 hourly,$0.1536 hourly,$0.1074 hourly,$0.0511 hourly,$0.1001 hourly,$0.1886 hourly,$0.1424 hourly,,,$0.1811 hourly,$0.1036 hourly,$0.0786 hourly,$0.1276 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,,current,,,,,,,,,,
C7GN Medium,c7gn.medium,c7gn,,Compute optimized,,2 GiB,,,,,,,,,,0 units,1 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,Up to 25 Gigabit,521 Mbps,65.125 MB/s,2083 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,8,2,Yes,No,Yes,4,Yes,Yes,Yes,Unknown,No,,$0.0624 hourly,$0.0393 hourly,$0.0081 hourly,$0.0173 hourly,$0.0768 hourly,$0.0537 hourly,$0.0225 hourly,$0.0421 hourly,$0.0943 hourly,$0.0712 hourly,,,$0.1187 hourly,$0.0643 hourly,$0.0644 hourly,$0.084 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,,current,,,,,,,,,,
C7GN Metal,c7gn.metal,c7gn,,Compute optimized,,128 GiB,,,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,200 Gigabit,33333 Mbps,4166.625 MB/s,133333 IOPS,40000 Mbps,5000 MB/s,160000 IOPS,Yes,750,15,Yes,Yes,Yes,107,Yes,Yes,Yes,Unknown,No,,$3.9936 hourly,$2.516 hourly,$0.7388 hourly,$1.0511 hourly,$4.6848 hourly,$3.2072 hourly,$1.43 hourly,$2.0214 hourly,$5.5808 hourly,$4.1032 hourly,,,$4.1186 hourly,$2.5759 hourly,$0.8638 hourly,$1.4552 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,,current,,,,,,,,,,
C7GN Extra Large,c7gn.xlarge,c7gn,,Compute optimized,,8 GiB,,,,,,,,,,0 units,4 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.6 GHz,,,,,EBS only,,,arm64,Up to 40 Gigabit,2083 Mbps,260.375 MB/s,8333 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,18,Yes,Yes,Yes,Unknown,Yes,,$0.2496 hourly,$0.1572 hourly,$0.0652 hourly,$0.0944 hourly,$0.3072 hourly,$0.2148 hourly,$0.1228 hourly,$0.1852 hourly,$0.3772 hourly,$0.2848 hourly,,,$0.3059 hourly,$0.2072 hourly,$0.1215 hourly,$0.1839 hourly,,,,,$13.179 hourly,$8.303 hourly,,,,,,,,,,,,,<5%,$0.0624 hourly,current,,,,,,,,,,
C7I-FLEX 12xlarge Extra Large,c7i-flex.12xlarge,c7i-flex,"1,109,399.076",Compute optimized,245.0 fps,96 GiB,5600 MT/s,No,,,,,,,,0 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 18.75 Gigabit,7500 Mbps,937.5 MB/s,30000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,No,Yes,114,Yes,Yes,Yes,Unknown,No,,$2.0349 hourly,$1.3461 hourly,$0.4776 hourly,$0.7064 hourly,$2.5533 hourly,$1.8645 hourly,$0.996 hourly,$1.3051 hourly,$3.2253 hourly,$2.5365 hourly,,,$2.1599 hourly,$1.406 hourly,$0.6026 hourly,$0.9117 hourly,$4.2429 hourly,$3.5541 hourly,$2.4115 hourly,$2.4254 hourly,$9.425 hourly,$6.235 hourly,$5.0541 hourly,$4.3653 hourly,$10.0029 hourly,$9.3141 hourly,$22.2429 hourly,$21.5541 hourly,$2.8461 hourly,$2.1573 hourly,$7.7949 hourly,$7.1061 hourly,$20.0349 hourly,$19.3461 hourly,>20%,,current,,,No,8.16x,,,,,,
C7I-FLEX 16xlarge Extra Large,c7i-flex.16xlarge,c7i-flex,"1,296,684.001",Compute optimized,228.0 fps,128 GiB,5600 MT/s,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 25 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,No,,$2.7132 hourly,$1.7948 hourly,$0.7079 hourly,$0.9156 hourly,$3.4044 hourly,$2.486 hourly,$1.3991 hourly,$1.7194 hourly,$4.3004 hourly,$3.382 hourly,,,$2.8382 hourly,$1.8547 hourly,$0.8329 hourly,$1.1532 hourly,$5.6572 hourly,$4.7388 hourly,$3.2153 hourly,$3.2338 hourly,$9.425 hourly,$6.235 hourly,$6.7388 hourly,$5.8204 hourly,$13.3372 hourly,$12.4188 hourly,$29.6572 hourly,$28.7388 hourly,$3.7948 hourly,$2.8764 hourly,$10.3932 hourly,$9.4748 hourly,$26.7132 hourly,$25.7948 hourly,15-20%,,current,,,No,7.58x,,,,,,
C7I-FLEX Double Extra Large,c7i-flex.2xlarge,c7i-flex,"181,289.421",Compute optimized,73.0 fps,16 GiB,5600 MT/s,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,1250 Mbps,156.25 MB/s,6000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,18,Yes,Yes,Yes,Unknown,No,,$0.3392 hourly,$0.2244 hourly,$0.1211 hourly,$0.1478 hourly,$0.4544 hourly,$0.3396 hourly,$0.2363 hourly,$0.3157 hourly,$0.5944 hourly,$0.4796 hourly,,,$0.4642 hourly,$0.2843 hourly,$0.2461 hourly,$0.3255 hourly,$0.6888 hourly,$0.574 hourly,$0.3861 hourly,$0.3863 hourly,$9.425 hourly,$6.235 hourly,$0.824 hourly,$0.7092 hourly,$1.6488 hourly,$1.534 hourly,$3.6888 hourly,$3.574 hourly,$0.4744 hourly,$0.3596 hourly,$1.2992 hourly,$1.1844 hourly,$3.3392 hourly,$3.2244 hourly,<5%,,current,,,No,2.43x,,,,,,
C7I-FLEX Quadruple Extra Large,c7i-flex.4xlarge,c7i-flex,"374,590.292",Compute optimized,140.0 fps,32 GiB,5600 MT/s,No,,,,,,,,0 units,16 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,2500 Mbps,312.5 MB/s,12000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,34,Yes,Yes,Yes,Unknown,No,,$0.6783 hourly,$0.4487 hourly,$0.2435 hourly,$0.2941 hourly,$0.8511 hourly,$0.6215 hourly,$0.4163 hourly,$0.483 hourly,$1.0751 hourly,$0.8455 hourly,,,$0.8033 hourly,$0.5086 hourly,$0.3685 hourly,$0.4352 hourly,$1.3775 hourly,$1.1479 hourly,$0.767 hourly,$0.772 hourly,$9.425 hourly,$6.235 hourly,$1.6479 hourly,$1.4183 hourly,$3.2975 hourly,$3.0679 hourly,$7.3775 hourly,$7.1479 hourly,$0.9487 hourly,$0.7191 hourly,$2.5983 hourly,$2.3687 hourly,$6.6783 hourly,$6.4487 hourly,15-20%,,current,,,No,4.66x,,,,,,
C7I-FLEX Eight Extra Large,c7i-flex.8xlarge,c7i-flex,"686,965.544",Compute optimized,210.0 fps,64 GiB,4800 MT/s,No,,,,,,,,0 units,32 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,5000 Mbps,625 MB/s,20000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,No,Yes,54,Yes,Yes,Yes,Unknown,No,,$1.3566 hourly,$0.8974 hourly,$0.4658 hourly,$0.5825 hourly,$1.7022 hourly,$1.243 hourly,$0.8114 hourly,$0.991 hourly,$2.1502 hourly,$1.691 hourly,,,$1.4816 hourly,$0.9573 hourly,$0.5908 hourly,$0.7704 hourly,$2.755 hourly,$2.2958 hourly,$1.5341 hourly,$1.5433 hourly,$9.425 hourly,$6.235 hourly,$3.2958 hourly,$2.8366 hourly,$6.595 hourly,$6.1358 hourly,$14.755 hourly,$14.2958 hourly,$1.8974 hourly,$1.4382 hourly,$5.1966 hourly,$4.7374 hourly,$13.3566 hourly,$12.8974 hourly,>20%,,current,,,No,6.98x,,,,,,
C7I-FLEX Large,c7i-flex.large,c7i-flex,"40,363.269",Compute optimized,,4 GiB,4800 MT/s,No,,,,,,,,0 units,2 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,312 Mbps,39.0625 MB/s,2500 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,No,Yes,3,Yes,Yes,Yes,Unknown,No,,$0.0848 hourly,$0.0561 hourly,$0.024 hourly,$0.0251 hourly,$0.1136 hourly,$0.0849 hourly,$0.0528 hourly,$0.0578 hourly,$0.1486 hourly,$0.1199 hourly,,,$0.1411 hourly,$0.0811 hourly,$0.0803 hourly,$0.0853 hourly,$0.1722 hourly,$0.1435 hourly,$0.0966 hourly,$0.0966 hourly,$9.425 hourly,$6.235 hourly,$0.2398 hourly,$0.2111 hourly,$0.6522 hourly,$0.6235 hourly,,,$0.1524 hourly,$0.1237 hourly,$0.5648 hourly,$0.5361 hourly,,,5-10%,,current,,,,,,,,,,
C7I-FLEX Extra Large,c7i-flex.xlarge,c7i-flex,"81,045.487",Compute optimized,32.0 fps,8 GiB,5600 MT/s,No,,,,,,,,0 units,4 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,625 Mbps,78.125 MB/s,3600 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,8,Yes,Yes,Yes,Unknown,No,,$0.1696 hourly,$0.1122 hourly,$0.0561 hourly,$0.0664 hourly,$0.2272 hourly,$0.1698 hourly,$0.1137 hourly,$0.131 hourly,$0.2972 hourly,$0.2398 hourly,,,$0.2259 hourly,$0.1622 hourly,$0.1124 hourly,$0.1297 hourly,$0.3444 hourly,$0.287 hourly,$0.1933 hourly,$0.1934 hourly,$9.425 hourly,$6.235 hourly,$0.412 hourly,$0.3546 hourly,$0.8244 hourly,$0.767 hourly,$1.8444 hourly,$1.787 hourly,$0.2372 hourly,$0.1798 hourly,$0.6496 hourly,$0.5922 hourly,$1.6696 hourly,$1.6122 hourly,<5%,,current,,,No,1.05x,,,,,,
C7I 12xlarge Extra Large,c7i.12xlarge,c7i,"1,114,637.356",Compute optimized,245.0 fps,96 GiB,4800 MT/s,No,,,,,,,,0 units,48 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,18.75 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,No,Yes,114,Yes,Yes,Yes,Unknown,Yes,,$2.142 hourly,$1.4169 hourly,$0.7092 hourly,$0.8133 hourly,$2.6604 hourly,$1.9353 hourly,$1.2276 hourly,$1.5535 hourly,$3.3324 hourly,$2.6073 hourly,,,$2.267 hourly,$1.4768 hourly,$0.8342 hourly,$1.1601 hourly,$4.35 hourly,$3.6249 hourly,$2.4399 hourly,$2.4438 hourly,$9.425 hourly,$6.235 hourly,$5.1612 hourly,$4.4361 hourly,$10.11 hourly,$9.3849 hourly,$22.35 hourly,$21.6249 hourly,$2.9532 hourly,$2.2281 hourly,$7.902 hourly,$7.1769 hourly,$20.142 hourly,$19.4169 hourly,>20%,$0.5355 hourly,current,,,No,8.14x,,,,,,
C7I 16xlarge Extra Large,c7i.16xlarge,c7i,"1,461,076.022",Compute optimized,240.0 fps,128 GiB,4800 MT/s,No,,,,,,,,0 units,64 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$2.856 hourly,$1.8892 hourly,$0.7566 hourly,$0.8639 hourly,$3.5472 hourly,$2.5804 hourly,$1.4478 hourly,$1.7474 hourly,$4.4432 hourly,$3.4764 hourly,,,$2.981 hourly,$1.9491 hourly,$0.8816 hourly,$1.1812 hourly,$5.80 hourly,$4.8332 hourly,$3.253 hourly,$3.2572 hourly,$9.425 hourly,$6.235 hourly,$6.8816 hourly,$5.9148 hourly,$13.48 hourly,$12.5132 hourly,$29.80 hourly,$28.8332 hourly,$3.9376 hourly,$2.9708 hourly,$10.536 hourly,$9.5692 hourly,$26.856 hourly,$25.8892 hourly,>20%,$0.714 hourly,current,,,No,7.98x,,,,,,
C7I 24xlarge,c7i.24xlarge,c7i,"1,984,974.843",Compute optimized,251.0 fps,192 GiB,4800 MT/s,No,,,,,,,,0 units,96 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,37.5 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$4.284 hourly,$2.8339 hourly,$1.211 hourly,$1.2755 hourly,$5.3208 hourly,$3.8707 hourly,$2.2478 hourly,$2.453 hourly,$6.6648 hourly,$5.2147 hourly,,,$4.409 hourly,$2.8938 hourly,$1.336 hourly,$1.5412 hourly,$8.70 hourly,$7.2499 hourly,$4.8796 hourly,$4.88 hourly,$9.425 hourly,$6.235 hourly,$10.3224 hourly,$8.8723 hourly,$20.22 hourly,$18.7699 hourly,$44.70 hourly,$43.2499 hourly,$5.9064 hourly,$4.4563 hourly,$15.804 hourly,$14.3539 hourly,$40.284 hourly,$38.8339 hourly,>20%,$1.071 hourly,current,,,No,8.37x,,,,,,
C7I Double Extra Large,c7i.2xlarge,c7i,"159,211.901",Compute optimized,58.0 fps,16 GiB,4800 MT/s,No,,,,,,,,0 units,8 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,Up to 12.5 Gigabit,2500 Mbps,312.5 MB/s,12000 IOPS,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,No,Yes,38,Yes,Yes,Yes,Unknown,Yes,,$0.357 hourly,$0.2362 hourly,$0.1113 hourly,$0.1384 hourly,$0.4722 hourly,$0.3514 hourly,$0.2265 hourly,$0.2752 hourly,$0.6122 hourly,$0.4914 hourly,,,$0.482 hourly,$0.2961 hourly,$0.2363 hourly,$0.285 hourly,$0.725 hourly,$0.6042 hourly,$0.4071 hourly,$0.4115 hourly,$9.425 hourly,$6.235 hourly,$0.8602 hourly,$0.7394 hourly,$1.685 hourly,$1.5642 hourly,$3.725 hourly,$3.6042 hourly,$0.4922 hourly,$0.3714 hourly,$1.317 hourly,$1.1962 hourly,$3.357 hourly,$3.2362 hourly,>20%,$0.0893 hourly,current,,,No,1.94x,,,,,,
C7I 48xlarge,c7i.48xlarge,c7i,"3,925,310.072",Compute optimized,268.0 fps,384 GiB,4800 MT/s,Yes,2,21,48,96,190396 MB,105.0 MB,Yes,0 units,192 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,No,Yes,107,Yes,Yes,Yes,Unknown,Yes,,$8.568 hourly,$5.6677 hourly,$2.6238 hourly,$2.7945 hourly,$10.4112 hourly,$7.5109 hourly,$4.467 hourly,$5.2294 hourly,$12.4272 hourly,$9.5269 hourly,,,$8.693 hourly,$5.7276 hourly,$2.7488 hourly,$3.5112 hourly,$17.40 hourly,$14.4997 hourly,$9.7591 hourly,$9.7614 hourly,$9.425 hourly,$6.235 hourly,$20.6448 hourly,$17.7445 hourly,$40.44 hourly,$37.5397 hourly,$89.40 hourly,$86.4997 hourly,$11.8128 hourly,$8.9125 hourly,$31.608 hourly,$28.7077 hourly,$80.568 hourly,$77.6677 hourly,5-10%,$2.142 hourly,current,,,No,8.93x,,,,,,
